popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
36,129476,FALSE,0.385,0.548,7,-7.208,1,0.0308,0.51,0.136,0.102,0.415,145.109,3
20,242240,FALSE,0.244,0.18,2,-14.357,1,0.0344,0.989,0.858,0.12,0.289,111.571,3
39,260024,FALSE,0.545,0.663,2,-5.7,1,0.0282,0.0425,0,0.341,0.41,135.98,4
16,200920,TRUE,0.292,0.67,6,-2.811,1,0.133,3.66E-05,0.315,0.326,0.0972,129.871,4
11,290760,FALSE,0.468,0.699,9,-6.992,0,0.133,0.0514,0.252,0.107,0.222,163.239,4
67,278093,FALSE,0.47,0.904,0,-7.018,0,0.0535,0.0528,0.00151,0.226,0.373,77.021,4
21,335306,FALSE,0.299,0.842,6,-8.981,0,0.111,1.16E-05,0.691,0.0742,0.469,111.323,4
17,137760,TRUE,0.156,0.997,1,-5.26,0,0.22,1.45E-06,0.384,0.0682,0.0594,148.712,4
24,326959,FALSE,0.537,0.74,7,-4.982,1,0.0564,0.00226,0.936,0.0386,0.322,150.01,4
24,194840,FALSE,0.271,0.989,2,-2.351,1,0.223,0.000398,0,0.324,0.277,158.034,4
43,192000,FALSE,0.603,0.805,9,-3.647,0,0.0793,0.196,0,0.153,0.673,163.998,4
0,221466,FALSE,0.223,0.91,7,-7.097,1,0.08,0.0116,0.000518,0.212,0.364,171.75,4
29,290266,FALSE,0.594,0.694,10,-6.982,0,0.0529,0.583,1.32E-06,0.167,0.512,95.711,4
33,272440,FALSE,0.588,0.94,11,-2.826,1,0.0493,0.00392,5.37E-06,0.336,0.678,97.027,3
0,179294,FALSE,0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4
26,200448,FALSE,0.725,0.68,7,-7.345,1,0.0503,0.284,0.0105,0.171,0.679,175.897,4
12,231706,FALSE,0.291,0.963,8,-7.258,1,0.133,0.000122,0.701,0.172,0.308,102.351,4
33,205918,FALSE,0.675,0.54,1,-11.309,1,0.0503,0.00697,0.00529,0.231,0.562,119.997,4
40,170986,FALSE,0.67,0.395,11,-10.742,0,0.0277,0.632,9.52E-05,0.124,0.625,125.467,4
26,245560,FALSE,0.636,0.967,9,-6.269,1,0.0564,0.0259,0.000697,0.281,0.675,132,4
0,207333,TRUE,0.722,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.532,95.022,4
10,169853,FALSE,0.25,0.455,7,-8.137,1,0.0317,0.548,4.11E-06,0.175,0.57,202.211,3
47,282272,FALSE,0.513,0.632,9,-7.612,1,0.0449,0.401,0.000305,0.0695,0.294,87.963,4
1,180589,FALSE,0.735,0.648,1,-4.523,0,0.0334,0.0114,0.000213,0.309,0.395,97.985,4
62,181852,FALSE,0.582,0.255,4,-10.254,1,0.0306,0.772,0,0.0889,0.285,139.884,4
0,158940,FALSE,0.125,0.734,1,0.584,1,0.0591,0.0382,0.859,0.372,0.0468,145.09,4
67,270375,FALSE,0.692,0.624,9,-6.492,0,0.0337,0.368,0,0.108,0.487,132.896,4
41,180120,FALSE,0.216,0.663,9,-8.324,0,0.0474,0.64,0.000842,0.227,0.891,199.214,3
0,164985,FALSE,0.538,0.968,2,-6.073,1,0.0858,0.0211,0.736,0.164,0.0364,127.957,4
9,153035,FALSE,0.725,0.744,7,-12.683,0,0.0548,0.802,0.887,0.108,0.0382,140.046,4
37,262399,FALSE,0.632,0.608,0,-9.558,1,0.0296,0.184,0.000211,0.105,0.332,93.013,4
17,363830,FALSE,0.294,0.812,0,-5.565,1,0.0412,0.000102,0.471,0.117,0.362,174.007,4
49,248234,FALSE,0.693,0.8,2,-3.573,1,0.035,0.209,0,0.835,0.826,136.001,4
58,313040,FALSE,0.489,0.313,2,-14.965,1,0.0633,0.875,0.0125,0.235,0.332,114.71,4
48,215699,FALSE,0.564,0.899,4,-6.523,1,0.106,0.00688,0,0.711,0.376,128.058,4
27,211786,FALSE,0.531,0.438,9,-9.855,1,0.0476,0.816,0,0.104,0.605,121.836,4
66,210346,FALSE,0.709,0.962,1,-0.753,1,0.106,0.153,1.77E-06,0.621,0.767,128.013,4
32,285000,FALSE,0.416,0.069,8,-17.079,0,0.0415,0.88,0.954,0.113,0.0395,114.44,3
26,143746,FALSE,0.438,0.965,6,-3.165,1,0.168,0.00203,0,0.191,0.323,98.612,4
25,341533,FALSE,0.559,0.929,7,-5.438,1,0.0298,0.000506,0.803,0.52,0.54,131.035,4
23,284630,FALSE,0.603,0.793,2,-6.77,0,0.0427,0.0805,0,0.279,0.311,125.024,4
37,188666,FALSE,0.518,0.918,4,-5.548,0,0.276,0.325,0,0.79,0.62,98.777,4
0,192266,FALSE,0.722,0.45,3,-7.503,0,0.0396,0.199,3.14E-06,0.0739,0.664,118.455,4
41,156521,FALSE,0.728,0.941,0,-4.191,1,0.0778,0.00888,0.646,0.112,0.636,138.006,4
1,184906,FALSE,0.681,0.664,0,-8.036,1,0.0922,0.299,0,0.0772,0.729,118.33,4
32,154853,TRUE,0.717,0.831,11,-3.878,0,0.203,0.000898,0.000185,0.854,0.821,83.986,4
37,145426,FALSE,0.546,0.976,0,-3.066,1,0.203,0.0206,1.02E-06,0.0937,0.326,124.022,4
3,185906,FALSE,0.569,0.963,7,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4
53,222506,FALSE,0.498,0.735,0,-4.701,1,0.026,0.00834,5.51E-06,0.245,0.402,145.852,3
20,443800,FALSE,0.636,0.94,8,-7.439,0,0.0778,8.09E-05,0.807,0.0851,0.568,170.037,4
36,214250,FALSE,0.454,0.563,4,-7.653,0,0.0367,0.211,0.957,0.126,0.0621,119.939,4
3,207186,FALSE,0.679,0.682,6,-5.837,1,0.261,0.265,0,0.287,0.59,94.971,4
45,294600,FALSE,0.609,0.806,1,-4.399,1,0.228,0.316,0.0162,0.0617,0.408,189.182,4
13,180026,FALSE,0.532,0.324,3,-12.386,1,0.0308,0.634,0.0148,0.175,0.713,105.049,4
18,280176,FALSE,0.498,0.813,7,-6.178,1,0.0706,0.0046,0.553,0.284,0.39,171.998,4
1,189109,FALSE,0.423,0.303,9,-9.008,1,0.0389,0.857,0.000341,0.0778,0.269,136.072,4
80,388266,FALSE,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,3
37,90000,FALSE,0.285,0.585,7,-24.278,1,0.058,1.91E-06,0.987,0.353,0.0897,113.286,4
46,237475,FALSE,0.365,0.851,11,-3.512,1,0.0474,0.269,1.15E-05,0.0805,0.481,193.04,4
81,207026,TRUE,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,4
73,179760,FALSE,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4
19,215546,FALSE,0.615,0.49,0,-8.426,0,0.0349,0.593,0.499,0.37,0.819,129.133,4
28,180976,FALSE,0.555,0.581,1,-9.111,1,0.488,0.292,0,0.114,0.544,62.402,3
0,214373,FALSE,0.306,0.202,9,-18.504,0,0.0333,0.978,0.0479,0.215,0.174,79.701,4
0,176880,FALSE,0.693,0.845,7,-8.657,1,0.0327,0.0455,0.0449,0.0341,0.921,77.181,4
0,230706,FALSE,0.409,0.322,0,-9.226,1,0.0255,0.647,0,0.347,0.191,80.164,4
62,208253,FALSE,0.537,0.964,5,-2.677,0,0.0552,0.018,0.00138,0.16,0.509,125.992,4
0,521159,FALSE,0.222,0.116,5,-23.212,1,0.0363,0.844,0.823,0.69,0.313,175.723,3
47,328853,FALSE,0.363,0.63,9,-4.111,1,0.0401,0.485,0,0.088,0.155,135.067,4
0,162880,FALSE,0.606,0.696,6,-5.153,1,0.0613,0.122,0.000188,0.157,0.68,121.347,4
49,166992,TRUE,0.795,0.571,4,-7.1,0,0.0431,0.0164,0.0193,0.103,0.311,134.047,4
65,161697,FALSE,0.656,0.645,5,-5.442,0,0.0397,0.504,0,0.18,0.669,75.473,4
24,191306,FALSE,0.496,0.159,9,-10.496,1,0.0364,0.872,0.00384,0.699,0.303,128.508,4
42,224813,FALSE,0.491,0.804,8,-5.336,1,0.0553,0.0202,0.000238,0.154,0.714,125.175,4
39,298283,FALSE,0.414,0.584,6,-7.341,1,0.0473,0.178,0,0.117,0.33,144.056,4
70,177255,FALSE,0.889,0.756,4,-4.23,1,0.056,0.132,0,0.0996,0.918,122.905,4
35,212000,FALSE,0.686,0.383,8,-15.567,1,0.062,0.699,0.849,0.123,0.19,75.001,4
47,238805,FALSE,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4
0,236640,FALSE,0.57,0.409,5,-7.555,0,0.0331,0.345,0.000188,0.219,0.304,137.8,4
0,148346,FALSE,0.808,0.749,0,-3.524,0,0.0793,0.285,0.000765,0.152,0.546,100.018,4
30,279000,FALSE,0.62,0.585,7,-7.233,0,0.0312,0.244,0,0.175,0.391,124.137,4
0,258799,FALSE,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4
0,168063,FALSE,0.45,0.462,8,-8.016,1,0.0325,0.0421,1.40E-05,0.104,0.165,166.025,4
53,291626,FALSE,0.586,0.855,8,-3.356,1,0.0388,0.000318,0.000931,0.0798,0.302,88.046,4
61,426614,FALSE,0.517,0.737,6,-8.189,0,0.0352,0.434,0.684,0.392,0.558,79.82,4
26,202184,FALSE,0.0868,0.998,4,-3.441,0,0.127,5.35E-06,0.921,0.375,0.0364,192.277,4
23,160533,FALSE,0.423,0.76,2,-8.616,1,0.0385,0.00692,7.88E-05,0.104,0.255,143.948,4
50,206480,TRUE,0.499,0.843,6,-2.224,1,0.113,0.0138,0,0.124,0.533,127.932,4
64,245861,TRUE,0.482,0.946,4,-3.23,0,0.0852,0.00251,0,0.0466,0.284,135.071,4
33,168586,FALSE,0.647,0.447,4,-9.886,1,0.0302,0.667,0.0859,0.107,0.662,90.013,4
0,155253,FALSE,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92E-06,0.0512,0.779,123.96,4
0,319738,FALSE,0.125,0.124,9,-19.352,1,0.0489,0.968,0.955,0.0881,0.0273,67.481,4
61,228360,TRUE,0.604,0.691,0,-5.807,1,0.159,0.00493,0,0.125,0.186,105.014,4
67,216873,FALSE,0.725,0.706,5,-4.766,1,0.121,0.193,0,0.109,0.667,120.042,4
38,237266,FALSE,0.464,0.312,6,-11.254,0,0.033,0.798,4.02E-05,0.0953,0.435,90.939,4
0,406826,FALSE,0.233,0.911,4,-5.114,0,0.08,3.34E-05,0.258,0.344,0.197,199.851,4
40,193413,FALSE,0.654,0.61,11,-3.468,1,0.0322,0.217,0,0.783,0.596,131.644,4
35,229106,FALSE,0.584,0.965,2,-3.979,1,0.0802,0.0537,0,0.331,0.564,134.944,4
58,494256,FALSE,0.826,0.72,9,-9.582,0,0.119,0.103,0.773,0.11,0.287,127.011,4
0,155306,FALSE,0.425,0.373,4,-7.543,1,0.0801,0.686,0,0.077,0.663,78.231,4
57,187194,FALSE,0.633,0.424,5,-9.911,1,0.0299,0.736,0.00182,0.218,0.258,86,4
0,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4
23,71323,TRUE,0.759,0.494,3,-12.788,0,0.951,0.746,0,0.415,0.573,64.61,5
24,310552,FALSE,0.327,0.0848,11,-21.8,1,0.0317,0.993,0.946,0.165,0.104,67.844,4
19,309024,FALSE,0.46,0.587,7,-9.938,1,0.052,0.000997,0.069,0.13,0.145,173.997,4
49,202857,FALSE,0.561,0.596,2,-8.369,0,0.0322,0.592,0.754,0.101,0.0367,125.998,4
71,167500,FALSE,0.694,0.7,0,-5.53,0,0.0488,0.191,0,0.0719,0.261,127.965,4
22,48373,FALSE,0.691,0.626,2,-6.105,1,0.0287,0.311,0,0.0849,0.964,79.669,4
0,236866,FALSE,0.359,0.927,4,-4.906,0,0.0676,2.68E-05,0.00843,0.0947,0.316,154.071,4
38,221866,FALSE,0.45,0.887,5,-2.249,1,0.0771,0.0514,0,0.0494,0.51,170.071,4
35,231958,FALSE,0.449,0.261,9,-11.057,1,0.0324,0.626,0,0.101,0.218,84.138,4
0,300383,FALSE,0.0911,0.965,2,-4.645,1,0.117,2.89E-05,0.692,0.346,0.068,171.857,4
24,163537,FALSE,0.748,0.238,3,-12.565,1,0.156,0.99,0.000404,0.399,0.587,120.277,4
21,142560,FALSE,0.493,0.608,5,-15.047,1,0.907,0.686,0,0.718,0.327,105.764,4
24,321757,FALSE,0.726,0.57,1,-8.06,1,0.0258,0.0599,0.212,0.212,0.329,103.045,4
58,164760,TRUE,0.542,0.932,4,-4.896,1,0.05,0.0747,0,0.613,0.698,140.135,4
40,233540,FALSE,0.477,0.757,11,-7.371,0,0.0625,0.721,0.0386,0.794,0.796,121.427,4
62,140698,FALSE,0.81,0.885,5,-4.583,0,0.108,0.101,0,0.268,0.447,122.985,4
29,426405,FALSE,0.737,0.5,5,-6.447,0,0.0456,0.00831,0.158,0.121,0.724,124.986,4
23,271493,FALSE,0.414,0.922,2,-5.348,1,0.0377,4.17E-06,0.802,0.125,0.277,139.93,4
23,271493,FALSE,0.414,0.922,2,-5.348,1,0.0377,4.17E-06,0.802,0.125,0.277,139.93,4
32,236637,FALSE,0.377,0.0686,10,-25.15,1,0.0475,0.994,0.897,0.109,0.132,70.476,4
0,230706,FALSE,0.446,0.752,9,-8.252,0,0.0528,0.448,4.38E-05,0.121,0.476,132.938,4
52,158312,FALSE,0.763,0.853,9,-4.538,0,0.17,0.0565,2.62E-06,0.149,0.501,119.958,4
39,197973,FALSE,0.658,0.966,9,-4.134,1,0.137,0.32,0,0.109,0.724,170.214,4
41,223791,FALSE,0.732,0.442,4,-12.217,1,0.03,0.278,0,0.364,0.393,105.895,4
21,689373,FALSE,0.53,0.729,7,-10.449,1,0.0411,2.73E-05,0.678,0.97,0.542,131.753,4
19,169893,FALSE,0.613,0.515,4,-6.84,1,0.0359,0.972,0.105,0.133,0.828,109.646,4
0,75693,FALSE,0.29,0.219,11,-22.958,0,0.0362,0.96,0.612,0.514,0.635,139.681,4
57,169160,FALSE,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,4
51,200272,FALSE,0.72,0.687,4,-6.664,0,0.069,0.17,0,0.0794,0.85,93.012,4
49,208608,FALSE,0.649,0.434,9,-6.669,1,0.0317,0.452,0,0.0818,0.264,121.954,3
49,200894,FALSE,0.748,0.855,1,-1.741,0,0.0629,0.319,0.000152,0.115,0.475,97.988,4
17,153369,FALSE,0.594,0.369,7,-10.684,0,0.0474,0.914,0.000332,0.225,0.85,126.237,4
2,274946,FALSE,0.626,0.769,11,-5.296,0,0.0325,0.00291,0,0.0598,0.237,127.949,4
26,285000,FALSE,0.495,0.881,1,-6.141,0,0.036,0.0134,0,0.32,0.541,127.012,4
34,460721,FALSE,0.679,0.536,2,-10.856,1,0.0374,0.353,0.0596,0.285,0.256,111.762,4
0,177413,FALSE,0.554,0.757,11,-8.653,0,0.0705,0.00543,0.0541,0.258,0.907,148.27,4
1,191786,FALSE,0.378,0.934,11,-3.702,0,0.107,0.0013,0.0149,0.322,0.602,159.829,4
39,310293,FALSE,0.226,0.275,7,-13.02,0,0.0302,0.74,9.42E-05,0.344,0.151,142.075,4
34,92307,TRUE,0.934,0.539,10,-9.253,0,0.29,0.0665,0,0.125,0.831,130.019,4
0,270493,FALSE,0.704,0.691,6,-5.414,1,0.158,0.255,0,0.129,0.427,143.982,4
54,189932,FALSE,0.601,0.548,2,-6.632,1,0.041,0.881,0,0.369,0.564,147.987,4
57,366040,FALSE,0.813,0.537,7,-8.667,0,0.0382,0.0914,5.91E-05,0.114,0.803,108.013,4
10,111573,FALSE,0.494,0.658,7,-16.197,0,0.053,0.968,0.852,0.448,0.175,123.529,4
21,411250,FALSE,0.486,0.888,2,-4.735,1,0.0603,0.00523,0.0414,0.632,0.41,77.569,4
63,168274,FALSE,0.696,0.678,6,-5.679,0,0.0391,0.441,0,0.069,0.517,146.998,4
21,227884,TRUE,0.602,0.367,2,-22.97,1,0.95,0.667,0,0.959,0.276,89.184,4
0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4
42,355862,FALSE,0.57,0.87,11,-6.485,0,0.0461,0.0477,0.695,0.118,0.489,144.953,4
65,209750,FALSE,0.162,0.00166,9,-36.77,1,0.0402,0.995,0.861,0.0886,0.121,71.13,4
47,168586,FALSE,0.784,0.203,7,-8.796,1,0.0449,0.803,0,0.112,0.692,126.993,4
50,179946,FALSE,0.687,0.756,9,-3.601,0,0.0596,0.00335,0,0.0663,0.623,130.043,4
63,222813,FALSE,0.543,0.946,2,-0.734,1,0.0454,0.00614,1.49E-05,0.106,0.547,117.962,4
1,218390,FALSE,0.492,0.791,11,-5.045,1,0.0703,0.00816,1.87E-05,0.11,0.585,144.363,4
34,165160,FALSE,0.726,0.72,6,-6.841,1,0.31,0.327,0,0.287,0.874,149.995,4
17,493439,FALSE,0.812,0.697,1,-8.731,1,0.0587,0.000363,0.83,0.0618,0.676,124.999,4
15,326628,FALSE,0.573,0.967,6,-3.162,0,0.196,0.000162,0.415,0.308,0.187,181.986,4
51,169054,FALSE,0.674,0.657,9,-8.367,1,0.051,0.557,0,0.162,0.643,172.065,4
0,163880,FALSE,0.68,0.694,0,-7.234,1,0.0435,0.445,0,0.209,0.851,114.945,4
1,264045,FALSE,0.795,0.474,6,-8.166,1,0.0642,0.0213,0.758,0.0967,0.477,120.017,4
51,292280,FALSE,0.383,0.689,9,-8.44,1,0.0526,0.682,0,0.727,0.563,163.795,4
19,248393,TRUE,0.282,0.954,5,-5.584,1,0.0505,6.36E-05,0.0345,0.241,0.175,165.084,4
18,182613,FALSE,0.319,0.39,5,-8.422,1,0.0559,0.695,0,0.0941,0.455,84.553,4
56,152028,FALSE,0.662,0.509,11,-10.792,1,0.086,0.346,0.00612,0.307,0.326,105.018,4
59,209583,TRUE,0.508,0.491,2,-11.152,1,0.0866,0.327,0,0.109,0.111,120.234,4
22,455000,FALSE,0.313,0.683,7,-15.873,1,0.0558,1.18E-05,0.897,0.224,0.192,120.01,4
17,266281,FALSE,0.287,0.938,7,-6.407,0,0.0709,2.06E-06,0.795,0.177,0.11,165.145,4
44,296250,FALSE,0.755,0.612,1,-11.407,1,0.0683,0.829,0.924,0.11,0.662,120.007,4
11,43468,FALSE,0.273,0.979,2,-3.765,1,0.23,1.78E-05,0.272,0.769,0.251,141.239,4
63,287393,FALSE,0.598,0.488,6,-10.905,1,0.0307,0.741,0.779,0.0945,0.396,144.977,3
22,297000,FALSE,0.569,0.679,0,-12.063,1,0.534,0.511,3.14E-06,0.648,0.538,94.946,4
45,266507,FALSE,0.611,0.945,11,-8.474,0,0.0401,0.000617,0.816,0.145,0.0445,122.993,4
0,269626,FALSE,0.449,0.116,2,-12.591,1,0.034,0.948,2.51E-05,0.108,0.0625,139.699,3
23,241720,FALSE,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4
24,255160,FALSE,0.626,0.741,4,-7.817,1,0.0298,0.0378,0.00239,0.282,0.911,126.513,4
56,244283,FALSE,0.738,0.906,7,-5.289,0,0.115,0.00746,0.0295,0.162,0.697,131.027,4
51,154634,FALSE,0.76,0.71,0,-5.054,0,0.0333,0.0644,0.282,0.0818,0.534,123.033,4
34,190365,FALSE,0.416,0.749,10,-5.128,1,0.038,0.22,0.000235,0.0737,0.138,124.009,4
15,248275,FALSE,0.322,0.942,8,-2.817,1,0.137,0.000205,0.000108,0.159,0.0825,174.13,4
72,183414,FALSE,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81E-06,0.104,0.188,90.037,4
9,179999,FALSE,0.63,0.202,9,-19.051,1,0.0302,0.958,0.871,0.112,0.0969,121.965,4
2,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.10E-06,0.316,0.344,75.25,1
0,411573,FALSE,0.55,0.248,1,-13.862,0,0.384,0.812,0,0.353,0.258,87.351,4
20,139853,FALSE,0.547,0.409,5,-8.5,1,0.115,0.764,0,0.207,0.448,80.648,4
45,208125,FALSE,0.517,0.99,11,-5.022,0,0.11,2.95E-05,0.411,0.326,0.318,127.984,4
44,167507,FALSE,0.648,0.598,0,-6.751,0,0.0623,0.154,0.000132,0.106,0.431,76.025,4
43,143661,FALSE,0.906,0.376,2,-10.93,1,0.078,0.138,0.000315,0.102,0.762,142.069,4
58,134005,FALSE,0.678,0.68,0,-6.99,0,0.0442,0.397,0.836,0.519,0.686,119.978,4
4,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4
18,331040,FALSE,0.696,0.249,5,-17.176,1,0.0559,0.678,1.56E-05,0.472,0.558,92.286,4
24,241466,FALSE,0.737,0.786,4,-6.722,0,0.0677,0.525,2.65E-05,0.271,0.851,88.924,3
0,246653,FALSE,0.855,0.71,1,-5.321,1,0.0939,0.0426,0,0.337,0.591,89.977,4
48,192944,FALSE,0.51,0.338,6,-6.625,0,0.046,0.858,0,0.112,0.471,128.831,4
39,263483,FALSE,0.0607,0.266,2,-14.469,1,0.0432,0.645,0.493,0.0616,0.0365,58.261,4
53,179066,FALSE,0.531,0.95,5,-3.926,1,0.0486,0.00362,0,0.378,0.525,96.925,4
46,258984,FALSE,0.682,0.737,4,-10.628,0,0.0412,0.00559,0.689,0.0873,0.169,128.005,4
1,248173,FALSE,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4
56,319686,FALSE,0.799,0.525,7,-5.615,0,0.0276,0.178,1.94E-05,0.19,0.537,119.994,4
53,227996,TRUE,0.646,0.418,9,-7.623,0,0.115,0.419,0,0.0917,0.469,120.035,4
51,247536,FALSE,0.722,0.699,11,-8.113,0,0.0363,0.00978,0.819,0.0984,0.279,119.996,4
22,282968,FALSE,0.418,0.919,2,-6.564,1,0.079,0.000476,0.0129,0.197,0.469,152.062,4
39,392386,FALSE,0.461,0.523,9,-9.584,1,0.0361,0.0295,9.97E-06,0.707,0.315,135.698,4
22,37293,FALSE,0.256,1,1,-1.855,1,0.245,0.0129,0,0.443,0.0674,87.806,4
0,129332,FALSE,0.798,0.625,4,-6.83,1,0.13,0.383,3.33E-05,0.125,0.774,92.994,4
35,225546,FALSE,0.641,0.78,11,-5.434,0,0.0462,0.246,0,0.325,0.613,164.058,4
12,192234,TRUE,0.664,0.896,6,-3.873,1,0.287,0.107,0,0.336,0.686,168.012,4
0,166039,TRUE,0.817,0.512,8,-6.943,1,0.0984,0.037,0,0.216,0.17,130.04,4
21,436000,FALSE,0.263,0.221,3,-17.468,1,0.0404,0.971,0.8,0.136,0.19,109.25,4
33,197612,FALSE,0.672,0.706,2,-3.577,0,0.173,0.398,0,0.362,0.482,150.009,4
11,162626,FALSE,0.479,0.445,11,-9.263,1,0.033,0.556,6.50E-05,0.11,0.894,134.259,4
73,231882,FALSE,0.746,0.764,2,-6.833,1,0.0462,0.00803,0,0.357,0.701,116.982,4
22,244253,FALSE,0.494,0.234,6,-16.673,0,0.0277,0.672,8.18E-05,0.0921,0.0953,76.914,4
25,320906,FALSE,0.236,0.949,8,-4.078,0,0.0552,8.69E-06,0.145,0.0938,0.52,124.041,4
34,182973,FALSE,0.56,0.972,8,-4.457,1,0.0666,0.00408,0,0.245,0.587,92.125,4
1,112440,FALSE,0.439,0.183,7,-22.146,1,0.0497,0.941,0.0283,0.531,0.702,128.47,4
37,268129,FALSE,0.701,0.313,2,-14.802,1,0.0606,0.776,2.35E-06,0.0851,0.662,80.039,4
28,167000,FALSE,0.787,0.235,7,-11.814,1,0.0673,0.93,0.865,0.119,0.125,129.635,4
44,199814,FALSE,0.73,0.467,6,-10.498,0,0.0277,0.596,0,0.114,0.641,110.131,4
0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,3.59E-05,0.26,0.949,151.925,4
0,235899,FALSE,0.711,0.997,7,-3.078,1,0.075,0.0623,0,0.33,0.76,134.001,4
0,181106,TRUE,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,4
50,313224,FALSE,0.489,0.992,11,-1.642,1,0.205,0.0157,0.00485,0.229,0.0551,160.037,4
11,268600,FALSE,0.665,0.87,6,-12.887,0,0.0517,0.00429,0.259,0.0781,0.369,135.018,4
0,188320,FALSE,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,4
35,380373,FALSE,0.584,0.858,7,-7.173,1,0.035,0.211,0.0396,0.71,0.163,125.864,4
70,303660,FALSE,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43E-05,0.117,0.294,109.769,4
1,324413,FALSE,0.775,0.743,0,-8.794,1,0.0306,0.000868,0.0712,0.177,0.649,125.611,4
41,256133,FALSE,0.495,0.789,10,-4.139,1,0.0348,0.0199,0,0.126,0.286,86.019,4
25,200021,FALSE,0.33,0.157,4,-9.526,1,0.0357,0.423,0,0.0945,0.213,125.23,3
40,183626,FALSE,0.555,0.184,4,-16.305,0,0.0365,0.987,0.711,0.0975,0.259,122.737,4
0,209666,FALSE,0.341,0.0617,8,-21.877,1,0.05,0.986,0,0.093,0.191,94.464,4
44,267540,FALSE,0.35,0.716,9,-4.95,0,0.0357,0.131,0,0.147,0.201,175.915,3
18,133426,FALSE,0.711,0.578,2,-10.402,1,0.0444,0.654,4.51E-06,0.197,0.827,116.349,4
67,197967,FALSE,0.533,0.541,6,-7.854,1,0.0252,0.217,4.39E-06,0.11,0.335,144.135,4
21,361266,FALSE,0.617,0.991,10,-3.26,0,0.13,0.0157,0.856,0.597,0.289,117.006,4
28,194386,FALSE,0.52,0.991,11,-4.428,0,0.107,9.76E-05,0.0181,0.34,0.252,120.04,4
59,228546,FALSE,0.676,0.923,4,-6.374,1,0.0638,0.394,0,0.104,0.863,159.955,4
1,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4
65,255186,FALSE,0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,4
37,326635,FALSE,0.264,0.437,11,-6.086,0,0.0306,0.876,0,0.118,0.136,175.633,4
44,174760,FALSE,0.322,0.686,4,-6.287,0,0.0383,0.0282,0,0.118,0.486,79.228,3
0,112105,TRUE,0.665,0.709,1,-4.117,0,0.0407,0.174,0,0.142,0.358,76.058,4
0,228213,FALSE,0.444,0.843,5,-5.376,0,0.0641,0.0645,2.61E-05,0.135,0.399,153.959,4
69,204866,FALSE,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71E-06,0.182,0.302,109.959,4
42,178163,FALSE,0.812,0.397,9,-8.426,1,0.189,0.471,2.32E-05,0.321,0.541,97.949,4
0,154160,FALSE,0.719,0.194,7,-13.088,0,0.043,0.749,1.07E-06,0.0794,0.758,114.786,4
59,201533,FALSE,0.693,0.979,9,-5.101,0,0.0913,0.00655,0.291,0.0265,0.653,149.099,4
22,175093,FALSE,0.379,0.355,10,-12.255,0,0.0303,0.803,0.92,0.0988,0.265,128.55,4
20,193500,FALSE,0.411,0.944,0,-2.271,1,0.201,0.00102,0,0.504,0.223,160.06,4
44,168640,FALSE,0.79,0.606,6,-6.409,0,0.0424,0.0537,0,0.0768,0.673,137.974,4
0,157360,FALSE,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4
63,163124,FALSE,0.556,0.939,11,-5.99,1,0.039,0.00245,0.915,0.121,0.152,127.992,4
29,414660,FALSE,0.23,0.0545,10,-24.421,0,0.0357,0.967,0.849,0.878,0.0428,91.515,4
